prompt,answer
"Please read this paper: F1000Research 2022, 11:148 Last updated: 17 NOV 2023
RESEARCH ARTICLE
Mutation spectrum analysis of DMD gene in Indonesian
Duchenne and Becker muscular dystrophy patients[version 1;
peer review: 1 approved with reservations]
Ery Kus Dwianingsih 1-3, Kristy Iskandar3-5, Sunartini Hapsara4,5, Chun Ping Liu6,
Rusdy Ghazali Malueka2,3,7, . Gunadi2,3,8, Masafumi Matsuo9, Poh San Lai 6
1Genetics Working Group, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
2Dr. Sardjito General Hospital, Yogyakarta, 55281, Indonesia
3Department of Anatomical Pathology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
4Academic Hospital, Universitas Gadjah Mada, Yogyakarta, 55291, Indonesia
5Department of Child Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
6Department of Pediatrics, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, 119228, Singapore
7Department of Neurology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
8Pediatric Surgery Division, Department of Surgery, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada,
Yogyakarta, 55281, Indonesia
9KNC Department of Nucleic Acid Drug Discovery, Faculty of Rehabilitation, Kobegakuin University, Kobe, 651-2180, Japan
v1 First published: 07 Feb 2022, 11:148 Open Peer Review
https://doi.org/10.12688/f1000research.73476.1
Second version: 07 Feb 2023, 11:148
https://doi.org/10.12688/f1000research.73476.2
Approval Status
Latest published: 17 Nov 2023, 11:148
https://doi.org/10.12688/f1000research.73476.3 1 2
version 3
Abstract
(revision)
Background: Duchenne muscular dystrophy (DMD) and Becker
17 Nov 2023
muscular dystrophy (BMD) are allelic disorders caused by mutations in
the DMD gene. The full mutation spectrum of the DMD gene in version 2
Indonesian patients is currently unknown. Mutation-specific therapies
(revision)
are currently being developed, such as exon skipping or stop codon view view
07 Feb 2023
read-through therapy. This study was conducted with the aim of
identifying the mutation spectrum of the DMD gene in Indonesia to
version 1
guide future development and application of feasible therapeutic
07 Feb 2022 view
strategies.
Methods: This study is a cross sectional study that enrolled 43 male
patients with a clinical suspicion of DMD or BMD. Multiplex ligation- 1. Teguh Haryo Sasongko , Perdana
dependent probe amplification (MLPA) reaction was performed to
University-RCSI, Serdang, Malaysia
screen for the common mutations in the DMD gene.
Perdana University-RCSI, Serdang, Malaysia
Results: Out of 43 subjects, deletions accounted for 69.77% (n=30)
cases, while duplications were found in 11.63% (n=5) cases. One novel
2. Luca Bello , Perdana University-RCSI,
duplication spanning exons 2 to 62 was identified. Deletion mutations
clustered aroun and answer the following question: Is the study design appropriate and is the work technically sound?",Yes
"Please read this paper: F1000Research 2022, 11:148 Last updated: 17 NOV 2023
RESEARCH ARTICLE
Mutation spectrum analysis of DMD gene in Indonesian
Duchenne and Becker muscular dystrophy patients[version 1;
peer review: 1 approved with reservations]
Ery Kus Dwianingsih 1-3, Kristy Iskandar3-5, Sunartini Hapsara4,5, Chun Ping Liu6,
Rusdy Ghazali Malueka2,3,7, . Gunadi2,3,8, Masafumi Matsuo9, Poh San Lai 6
1Genetics Working Group, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
2Dr. Sardjito General Hospital, Yogyakarta, 55281, Indonesia
3Department of Anatomical Pathology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
4Academic Hospital, Universitas Gadjah Mada, Yogyakarta, 55291, Indonesia
5Department of Child Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
6Department of Pediatrics, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, 119228, Singapore
7Department of Neurology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
8Pediatric Surgery Division, Department of Surgery, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada,
Yogyakarta, 55281, Indonesia
9KNC Department of Nucleic Acid Drug Discovery, Faculty of Rehabilitation, Kobegakuin University, Kobe, 651-2180, Japan
v1 First published: 07 Feb 2022, 11:148 Open Peer Review
https://doi.org/10.12688/f1000research.73476.1
Second version: 07 Feb 2023, 11:148
https://doi.org/10.12688/f1000research.73476.2
Approval Status
Latest published: 17 Nov 2023, 11:148
https://doi.org/10.12688/f1000research.73476.3 1 2
version 3
Abstract
(revision)
Background: Duchenne muscular dystrophy (DMD) and Becker
17 Nov 2023
muscular dystrophy (BMD) are allelic disorders caused by mutations in
the DMD gene. The full mutation spectrum of the DMD gene in version 2
Indonesian patients is currently unknown. Mutation-specific therapies
(revision)
are currently being developed, such as exon skipping or stop codon view view
07 Feb 2023
read-through therapy. This study was conducted with the aim of
identifying the mutation spectrum of the DMD gene in Indonesia to
version 1
guide future development and application of feasible therapeutic
07 Feb 2022 view
strategies.
Methods: This study is a cross sectional study that enrolled 43 male
patients with a clinical suspicion of DMD or BMD. Multiplex ligation- 1. Teguh Haryo Sasongko , Perdana
dependent probe amplification (MLPA) reaction was performed to
University-RCSI, Serdang, Malaysia
screen for the common mutations in the DMD gene.
Perdana University-RCSI, Serdang, Malaysia
Results: Out of 43 subjects, deletions accounted for 69.77% (n=30)
cases, while duplications were found in 11.63% (n=5) cases. One novel
2. Luca Bello , Perdana University-RCSI,
duplication spanning exons 2 to 62 was identified. Deletion mutations
clustered aroun and answer the following question: Are sufficient details of methods and analysis provided to allow replication by others?",No
"Please read this paper: F1000Research 2022, 11:148 Last updated: 17 NOV 2023
RESEARCH ARTICLE
Mutation spectrum analysis of DMD gene in Indonesian
Duchenne and Becker muscular dystrophy patients[version 1;
peer review: 1 approved with reservations]
Ery Kus Dwianingsih 1-3, Kristy Iskandar3-5, Sunartini Hapsara4,5, Chun Ping Liu6,
Rusdy Ghazali Malueka2,3,7, . Gunadi2,3,8, Masafumi Matsuo9, Poh San Lai 6
1Genetics Working Group, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
2Dr. Sardjito General Hospital, Yogyakarta, 55281, Indonesia
3Department of Anatomical Pathology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
4Academic Hospital, Universitas Gadjah Mada, Yogyakarta, 55291, Indonesia
5Department of Child Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
6Department of Pediatrics, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, 119228, Singapore
7Department of Neurology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
8Pediatric Surgery Division, Department of Surgery, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada,
Yogyakarta, 55281, Indonesia
9KNC Department of Nucleic Acid Drug Discovery, Faculty of Rehabilitation, Kobegakuin University, Kobe, 651-2180, Japan
v1 First published: 07 Feb 2022, 11:148 Open Peer Review
https://doi.org/10.12688/f1000research.73476.1
Second version: 07 Feb 2023, 11:148
https://doi.org/10.12688/f1000research.73476.2
Approval Status
Latest published: 17 Nov 2023, 11:148
https://doi.org/10.12688/f1000research.73476.3 1 2
version 3
Abstract
(revision)
Background: Duchenne muscular dystrophy (DMD) and Becker
17 Nov 2023
muscular dystrophy (BMD) are allelic disorders caused by mutations in
the DMD gene. The full mutation spectrum of the DMD gene in version 2
Indonesian patients is currently unknown. Mutation-specific therapies
(revision)
are currently being developed, such as exon skipping or stop codon view view
07 Feb 2023
read-through therapy. This study was conducted with the aim of
identifying the mutation spectrum of the DMD gene in Indonesia to
version 1
guide future development and application of feasible therapeutic
07 Feb 2022 view
strategies.
Methods: This study is a cross sectional study that enrolled 43 male
patients with a clinical suspicion of DMD or BMD. Multiplex ligation- 1. Teguh Haryo Sasongko , Perdana
dependent probe amplification (MLPA) reaction was performed to
University-RCSI, Serdang, Malaysia
screen for the common mutations in the DMD gene.
Perdana University-RCSI, Serdang, Malaysia
Results: Out of 43 subjects, deletions accounted for 69.77% (n=30)
cases, while duplications were found in 11.63% (n=5) cases. One novel
2. Luca Bello , Perdana University-RCSI,
duplication spanning exons 2 to 62 was identified. Deletion mutations
clustered aroun and answer the following question: Are all the source data underlying the results available to ensure full reproducibility?",No
"Please read this paper: F1000Research 2022, 11:148 Last updated: 17 NOV 2023
RESEARCH ARTICLE
Mutation spectrum analysis of DMD gene in Indonesian
Duchenne and Becker muscular dystrophy patients[version 1;
peer review: 1 approved with reservations]
Ery Kus Dwianingsih 1-3, Kristy Iskandar3-5, Sunartini Hapsara4,5, Chun Ping Liu6,
Rusdy Ghazali Malueka2,3,7, . Gunadi2,3,8, Masafumi Matsuo9, Poh San Lai 6
1Genetics Working Group, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
2Dr. Sardjito General Hospital, Yogyakarta, 55281, Indonesia
3Department of Anatomical Pathology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
4Academic Hospital, Universitas Gadjah Mada, Yogyakarta, 55291, Indonesia
5Department of Child Health, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281,
Indonesia
6Department of Pediatrics, Yong Loo Lin School of Medicine, National University of Singapore, Singapore, 119228, Singapore
7Department of Neurology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia
8Pediatric Surgery Division, Department of Surgery, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada,
Yogyakarta, 55281, Indonesia
9KNC Department of Nucleic Acid Drug Discovery, Faculty of Rehabilitation, Kobegakuin University, Kobe, 651-2180, Japan
v1 First published: 07 Feb 2022, 11:148 Open Peer Review
https://doi.org/10.12688/f1000research.73476.1
Second version: 07 Feb 2023, 11:148
https://doi.org/10.12688/f1000research.73476.2
Approval Status
Latest published: 17 Nov 2023, 11:148
https://doi.org/10.12688/f1000research.73476.3 1 2
version 3
Abstract
(revision)
Background: Duchenne muscular dystrophy (DMD) and Becker
17 Nov 2023
muscular dystrophy (BMD) are allelic disorders caused by mutations in
the DMD gene. The full mutation spectrum of the DMD gene in version 2
Indonesian patients is currently unknown. Mutation-specific therapies
(revision)
are currently being developed, such as exon skipping or stop codon view view
07 Feb 2023
read-through therapy. This study was conducted with the aim of
identifying the mutation spectrum of the DMD gene in Indonesia to
version 1
guide future development and application of feasible therapeutic
07 Feb 2022 view
strategies.
Methods: This study is a cross sectional study that enrolled 43 male
patients with a clinical suspicion of DMD or BMD. Multiplex ligation- 1. Teguh Haryo Sasongko , Perdana
dependent probe amplification (MLPA) reaction was performed to
University-RCSI, Serdang, Malaysia
screen for the common mutations in the DMD gene.
Perdana University-RCSI, Serdang, Malaysia
Results: Out of 43 subjects, deletions accounted for 69.77% (n=30)
cases, while duplications were found in 11.63% (n=5) cases. One novel
2. Luca Bello , Perdana University-RCSI,
duplication spanning exons 2 to 62 was identified. Deletion mutations
clustered aroun and answer the following question: Are the conclusions drawn adequately supported by the results?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: Is the work clearly and accurately presented and does it cite the current literature?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: Is the study design appropriate and is the work technically sound?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: Are sufficient details of methods and analysis provided to allow replication by others?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: If applicable, is the statistical analysis and its interpretation appropriate?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: Are all the source data underlying the results available to ensure full reproducibility?",Yes
"Please read this paper: F1000Research 2023, 12:851 Last updated: 27 OCT 2023
RESEARCH ARTICLE
Knowledge of obstetric danger signs and associated factors
among pregnant women attending antenatal care services at
Thai community hospital[version 1; peer review: 1 approved,
1 approved with reservations]
Pruk Koovimon1, Kasiphak Kaikaew2, Khanittha Mahoree1,
Thanapob Bumphenkiatikul 3,4
1Wang Saphung Hospital, Wang Saphung, Loei, 42130, Thailand
2Department of Physiology, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
3Center of Excellence in Transgender Health (CETH), Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330,
Thailand
4Division of Academic Affairs, Faculty of Medicine, Chulalongkorn University, Pathumwan, Bangkok, 10330, Thailand
v1 First published: 19 Jul 2023, 12:851 Open Peer Review
https://doi.org/10.12688/f1000research.131267.1
Latest published: 27 Oct 2023, 12:851
https://doi.org/10.12688/f1000research.131267.2
Approval Status
1 2
Abstract
Background: To decrease preventable maternal mortality, providing version 2
health education to all parties is mandatory. Good knowledge,
(revision)
including awareness of pregnant women regarding obstetric danger
27 Oct 2023
signs (ODS), leads to appropriate practices and services. The
knowledge of ODS varies among countries and regions. Since the data
version 1
in rural regions of Thailand remains unavailable, this study aimed to 19 Jul 2023 view view
identify the prevalence of good ODS knowledge and associated
factors among pregnant women attending antenatal services at a Thai
1. Jerome K Kabakyenga , Mbarara
community hospital.
Methods: We performed a cross-sectional, analytical study in 415 University of Science and Technology,
singleton pregnant women who visited the antenatal clinic at Wang
Mbarara, Uganda
Saphung Hospital, Loei, Thailand. A well-trained research assistant
interviewed all participants using the data record form containing 2. Natnita Mattawanon , Chiang Mai
twenty items on the demographic and obstetric data and sixteen
University, Chiang Mai, Thailand
items on ODS knowledge. An ODS score of at least 75% (12 points) was
considered a good level of knowledge. Any reports and responses or comments on the
Results: A total of 275 participants (66.27%) had good knowledge of
article can be found at the end of the article.
ODS. The most recognized ODS was vaginal bleeding whereas the
least recognized ODS during pregnancy was convulsion; the least
recognized ODS during labor and delivery was retained placenta.
Multivariate regression analysis showed that the predictive factors of
good OBS knowledge included a higher education level, maternal age
of at least 20 years, and having medical personnel as a source of
knowledge.
Page 1 of 14F1000Research 2023, 12:851 Last updated: 27 OCT 2023
Conclusions: In a rural setting of Thailand, two-thirds of pregnant
women had good ODS knowledge. Identifying those at risk for fair
and poor ODS knowledge and prompt mana and answer the following question: Are the conclusions drawn adequately supported by the results?",Yes
